country,state,postcode,street,building,address_id
Australia,QLD,4211,Cherokee Road,89,1740
Australia,QLD,4300,Annamark Pass,4216,1741
Australia,QLD,4017,Forest Dale Parkway,6,1742
Australia,QLD,4075,Namekagon Parkway,1,1743
Australia,QLD,4035,Dayton Hill,9810,1744
Australia,VIC,3149,Magdeline Crossing,85,1745
Australia,NSW,2125,Laurel Avenue,7,1746
Australia,NSW,2131,Old Shore Circle,441,1747
Australia,NSW,2154,Huxley Point,5,1748
Australia,NSW,2137,Burrows Hill,3483,1749
Australia,VIC,3114,Harper Circle,84707,1750
Australia,NSW,2047,Jackson Point,78,1751
Australia,VIC,3977,Armistice Circle,8,1752
Australia,QLD,4304,Mitchell Court,73425,1753
Australia,NSW,2800,5th Circle,4,1754
Australia,NSW,2030,Anniversary Point,96,1755
Australia,VIC,3130,Heffernan Circle,7714,1756
Australia,NSW,2170,Portage Avenue,2,1757
Australia,VIC,3039,Debs Circle,636,1758
Australia,VIC,3352,Coleman Lane,8731,1759
Australia,VIC,3129,Warner Court,12860,1760
Australia,QLD,4567,Cambridge Street,10,1761
Australia,QLD,4154,Knutson Point,8943,1762
Australia,QLD,4215,Nevada Road,3,1763
Australia,NSW,2099,Havey Drive,1,1764
Australia,NSW,2263,Westport Drive,466,1765
Australia,NSW,2155,Cherokee Junction,40985,1766
Australia,QLD,4123,Hoepker Pass,410,1767
Australia,NSW,2768,Reinke Street,6,1768
Australia,NSW,2114,Superior Drive,9097,1769
Australia,NSW,2145,Hansons Park,6,1770
Australia,VIC,3149,Dryden Terrace,5394,1771
Australia,QLD,4721,Bultman Parkway,56,1772
Australia,NSW,2118,West Hill,835,1773
Australia,VIC,3930,Vermont Pass,8,1774
Australia,VIC,3141,Hanover Crossing,6238,1775
Australia,VIC,3976,Thierer Plaza,2,1776
Australia,NSW,2749,Express Avenue,71776,1777
Australia,NSW,2011,Golf View Hill,162,1778
Australia,NSW,2745,Union Place,7389,1779
Australia,NSW,2017,Miller Pass,7,1780
Australia,VIC,3046,Delladonna Plaza,30,1781
Australia,NSW,2134,Blackbird Lane,7395,1782
Australia,VIC,3677,Hudson Trail,79427,1783
Australia,NSW,2380,Hooker Place,67,1784
Australia,NSW,2047,Chinook Avenue,380,1785
Australia,NSW,2147,Brentwood Trail,4092,1786
Australia,QLD,4012,Mayfield Trail,613,1787
Australia,NSW,2750,Spohn Court,2,1788
Australia,VIC,3030,Springs Circle,5239,1789
Australia,QLD,4878,Old Gate Drive,59,1790
Australia,NSW,2015,Hoard Junction,31186,1791
Australia,NSW,2072,Crest Line Crossing,2,1792
Australia,VIC,3075,Mallard Drive,18083,1793
Australia,VIC,3810,Lakeland Court,93,1794
Australia,NSW,2070,Thackeray Lane,23,1795
Australia,NSW,2199,Hollow Ridge Trail,79737,1796
Australia,QLD,4055,Union Plaza,95465,1797
Australia,QLD,4157,Old Gate Circle,66238,1798
Australia,QLD,4799,Delladonna Street,3,1799
Australia,NSW,2251,Mallard Center,3,1800
Australia,NSW,2460,Eastwood Circle,31,1801
Australia,QLD,4701,Onsgard Place,507,1802
Australia,QLD,4211,Dakota Alley,69555,1803
Australia,NSW,2095,Lawn Court,21969,1804
Australia,NSW,2263,Erie Court,7,1805
Australia,NSW,2146,Oxford Crossing,724,1806
Australia,NSW,2011,Monterey Terrace,1,1807
Australia,NSW,2147,Duke Plaza,75,1808
Australia,QLD,4035,Lakeland Way,156,1809
Australia,NSW,2166,Mosinee Point,91,1810
Australia,NSW,2000,Hooker Avenue,1508,1811
Australia,QLD,4121,Ridge Oak Alley,3202,1812
Australia,VIC,3429,Pepper Wood Street,5510,1813
Australia,VIC,3012,Fairfield Center,42952,1814
Australia,VIC,3103,Garrison Street,1,1815
Australia,NSW,2769,Armistice Street,13,1816
Australia,NSW,2540,Canary Center,3201,1817
Australia,NSW,2539,Basil Junction,4365,1818
Australia,VIC,3806,Toban Road,1164,1819
Australia,VIC,3048,Dovetail Way,2364,1820
Australia,VIC,3212,Sloan Place,738,1821
Australia,NSW,2119,Jenifer Alley,318,1822
Australia,QLD,4504,Anthes Hill,6395,1823
Australia,QLD,4034,Forster Lane,36516,1824
Australia,NSW,2200,Garrison Plaza,107,1825
Australia,NSW,2117,Oakridge Way,717,1826
Australia,VIC,3630,Doe Crossing Parkway,16405,1827
Australia,QLD,4701,Monument Place,16,1828
Australia,QLD,4224,Talisman Street,99841,1829
Australia,QLD,4344,Duke Hill,21,1830
Australia,NSW,2009,Anderson Parkway,891,1831
Australia,NSW,2133,Holmberg Court,9446,1832
Australia,NSW,2759,Cambridge Avenue,46512,1833
Australia,VIC,3145,Welch Pass,54250,1834
Australia,QLD,4152,South Court,734,1835
Australia,NSW,2151,Banding Avenue,769,1836
Australia,NSW,2070,Northport Hill,2590,1837
Australia,NSW,2250,Cascade Way,9649,1838
Australia,VIC,3144,Valley Edge Lane,69,1839
Australia,VIC,3201,Monument Street,327,1840
Australia,NSW,2125,Sunnyside Crossing,4,1841
Australia,VIC,3181,Hoffman Alley,8,1842
Australia,NSW,2665,Duke Crossing,894,1843
Australia,NSW,2474,Claremont Center,1714,1844
Australia,VIC,3023,Maple Park,6809,1845
Australia,NSW,2155,Karstens Park,95294,1846
Australia,NSW,2196,Bunker Hill Crossing,8872,1847
Australia,VIC,3029,Westport Pass,14,1848
Australia,VIC,3754,Grim Terrace,867,1849
Australia,VIC,3630,International Way,48023,1850
Australia,VIC,3802,Prairie Rose Place,0,1851
Australia,NSW,2010,Porter Lane,56145,1852
Australia,VIC,3166,Ridgeway Junction,509,1853
Australia,NSW,2570,Eagan Junction,41,1854
Australia,NSW,2287,Lunder Park,5290,1855
Australia,QLD,4500,Prairie Rose Road,52425,1856
Australia,NSW,2770,Toban Crossing,7939,1857
Australia,NSW,2153,Lyons Pass,672,1858
Australia,NSW,2820,Mandrake Parkway,904,1859
Australia,QLD,4511,Summer Ridge Street,3007,1860
Australia,VIC,3196,Veith Junction,47,1861
Australia,NSW,2047,Canary Circle,7,1862
Australia,NSW,2161,Saint Paul Terrace,1,1863
Australia,QLD,4870,Hovde Center,87705,1864
Australia,QLD,4226,6th Plaza,765,1865
Australia,QLD,4059,Bartillon Plaza,248,1866
Australia,QLD,4160,Lerdahl Way,66811,1867
Australia,NSW,2747,Coolidge Avenue,5809,1868
Australia,VIC,3189,Banding Avenue,2769,1869
Australia,NSW,2582,Monterey Trail,3,1870
Australia,QLD,4170,Sheridan Parkway,85549,1871
Australia,NSW,2525,Donald Crossing,4498,1872
Australia,QLD,4030,Ridgeway Court,4,1873
Australia,QLD,4510,Bartelt Hill,4,1874
Australia,NSW,2114,Riverside Plaza,91116,1875
Australia,NSW,2066,Almo Point,60911,1876
Australia,NSW,2050,Superior Pass,0,1877
Australia,NSW,2199,Superior Terrace,9,1878
Australia,QLD,4120,Marquette Hill,57,1879
Australia,NSW,2096,Sommers Place,36,1880
Australia,NSW,2530,Rowland Alley,83148,1881
Australia,NSW,2567,Arrowood Pass,34,1882
Australia,VIC,3183,Mandrake Court,72,1883
Australia,NSW,2042,Emmet Hill,9,1884
Australia,NSW,2324,Pankratz Park,16984,1885
Australia,QLD,4032,Laurel Crossing,9460,1886
Australia,NSW,2127,Kinsman Point,5786,1887
Australia,NSW,2487,Fairfield Way,4,1888
Australia,QLD,4350,Michigan Way,319,1889
Australia,VIC,3156,Fulton Park,49,1890
Australia,VIC,3121,Corben Court,0,1891
Australia,QLD,4655,Drewry Street,8,1892
Australia,QLD,4132,Dawn Center,48,1893
Australia,QLD,4103,Forest Point,6244,1894
Australia,VIC,3844,Donald Court,306,1895
Australia,QLD,4078,Victoria Alley,3762,1896
Australia,QLD,4074,Manley Crossing,3,1897
Australia,VIC,3750,Summit Point,36866,1898
Australia,VIC,3177,Pearson Plaza,9,1899
Australia,NSW,2868,Prairie Rose Drive,7450,1900
Australia,NSW,2166,Rowland Place,83975,1901
Australia,NSW,2640,Weeping Birch Plaza,1,1902
Australia,NSW,2575,Dixon Drive,738,1903
Australia,NSW,2227,Pearson Court,5766,1904
Australia,NSW,2170,Shelley Center,9,1905
Australia,NSW,2358,Sundown Trail,7273,1906
Australia,QLD,4227,Maryland Drive,2,1907
Australia,NSW,2449,Roth Place,3,1908
Australia,NSW,2299,Express Lane,81856,1909
Australia,QLD,4014,Porter Road,5,1910
Australia,VIC,3163,Waywood Road,59,1911
Australia,NSW,2484,Anniversary Junction,6838,1912
Australia,NSW,2484,Caliangt Place,90128,1913
Australia,NSW,2261,Mesta Lane,504,1914
Australia,QLD,4179,Utah Road,9,1915
Australia,NSW,2340,Atwood Pass,213,1916
Australia,NSW,2777,Montana Place,7230,1917
Australia,VIC,3056,Carey Place,51763,1918
Australia,VIC,3170,Susan Center,4,1919
Australia,NSW,2769,Troy Avenue,745,1920
Australia,QLD,4556,Upham Place,6,1921
Australia,QLD,4740,Sugar Place,34694,1922
Australia,VIC,3166,Lyons Court,26876,1923
Australia,NSW,2570,Linden Place,8308,1924
Australia,VIC,3976,Bluestem Alley,32708,1925
Australia,VIC,3380,Arkansas Place,3542,1926
Australia,QLD,4132,Anderson Circle,642,1927
Australia,VIC,3175,Continental Alley,8318,1928
Australia,NSW,2221,Prairieview Court,7202,1929
Australia,NSW,2575,Sachtjen Center,64610,1930
Australia,NSW,2170,Muir Terrace,53,1931
Australia,VIC,3338,Schiller Plaza,710,1932
Australia,NSW,2619,Old Gate Lane,698,1933
Australia,QLD,4670,Golden Leaf Road,4,1934
Australia,QLD,4701,Arapahoe Trail,1979,1935
Australia,QLD,4226,Vernon Terrace,1,1936
Australia,QLD,4215,Darwin Crossing,79862,1937
Australia,NSW,2197,Hoepker Way,184,1938
Australia,NSW,2043,New Castle Avenue,40,1939
Australia,VIC,3190,Johnson Place,9525,1940
Australia,NSW,2166,Pearson Trail,8,1941
Australia,NSW,2027,Dakota Court,53,1942
Australia,NSW,2759,Melvin Avenue,4262,1943
Australia,NSW,2528,Dwight Center,4415,1944
Australia,NSW,2280,Carey Junction,1197,1945
Australia,NSW,2795,Havey Trail,227,1946
Australia,VIC,3199,Manufacturers Parkway,2,1947
Australia,QLD,4035,Stephen Drive,9175,1948
Australia,VIC,3121,Pine View Parkway,299,1949
Australia,NSW,2155,Orin Crossing,71,1950
Australia,NSW,2281,Knutson Street,134,1951
Australia,QLD,4017,Mockingbird Street,37,1952
Australia,VIC,3108,Gale Way,969,1953
Australia,NSW,2085,Dottie Circle,5665,1954
Australia,QLD,4152,Wayridge Circle,83,1955
Australia,QLD,4007,Carioca Terrace,8,1956
Australia,NSW,2075,Kenwood Road,5,1957
Australia,NSW,2318,Hansons Crossing,29,1958
Australia,QLD,4500,Buell Point,493,1959
Australia,QLD,4680,Del Mar Crossing,7,1960
Australia,NSW,2250,Elgar Plaza,7,1961
Australia,NSW,2116,Marquette Way,425,1962
Australia,NSW,2043,Bunting Crossing,67104,1963
Australia,QLD,4815,Raven Drive,243,1964
Australia,VIC,3156,School Park,248,1965
Australia,VIC,3134,Onsgard Plaza,5,1966
Australia,VIC,3049,Havey Place,38,1967
Australia,NSW,2018,Armistice Alley,38,1968
Australia,NSW,2153,Oak Circle,34953,1969
Australia,NSW,2165,Express Street,18,1970
Australia,QLD,4217,Summit Avenue,4046,1971
Australia,VIC,3821,Hollow Ridge Crossing,986,1972
Australia,NSW,2048,Dixon Junction,4622,1973
Australia,VIC,3095,Darwin Avenue,3563,1974
Australia,QLD,4305,Butterfield Avenue,38759,1975
Australia,NSW,2747,Melody Place,67125,1976
Australia,NSW,2206,Northwestern Court,31,1977
Australia,NSW,2428,Farwell Parkway,8,1978
Australia,QLD,4127,Barby Parkway,19,1979
Australia,NSW,2077,School Avenue,681,1980
Australia,NSW,2233,Dawn Lane,27,1981
Australia,NSW,2170,International Way,366,1982
Australia,NSW,2093,Rockefeller Drive,427,1983
Australia,VIC,3216,Division Hill,5176,1984
Australia,NSW,2160,Raven Place,1,1985
Australia,NSW,2567,Delaware Pass,29,1986
Australia,NSW,2117,Burrows Court,42554,1987
Australia,NSW,2077,Warrior Center,726,1988
Australia,NSW,2147,Victoria Plaza,500,1989
Australia,VIC,3201,Debra Way,35,1990
Australia,QLD,4109,Morningstar Junction,62965,1991
Australia,QLD,4556,Melody Crossing,6698,1992
Australia,NSW,2034,Morning Parkway,5919,1993
Australia,VIC,3075,Rockefeller Pass,6,1994
Australia,QLD,4216,Fieldstone Pass,7875,1995
Australia,NSW,2147,Westridge Junction,59170,1996
Australia,NSW,2800,Bonner Point,3,1997
Australia,NSW,2560,Lien Place,113,1998
Australia,QLD,4500,Fallview Terrace,64,1999
Australia,NSW,2470,Sutteridge Trail,32,2000
Australia,VIC,3192,Clove Street,3984,2001
Australia,NSW,2324,Rowland Plaza,4,2002
Australia,NSW,2537,Maple Wood Circle,5157,2003
Australia,QLD,4580,Blackbird Street,559,2004
Australia,NSW,2763,Troy Street,6466,2005
Australia,NSW,2563,Ruskin Avenue,7135,2006
Australia,NSW,2068,Loftsgordon Avenue,5,2007
Australia,NSW,2264,Del Mar Junction,33,2008
Australia,NSW,2099,Hayes Road,6069,2009
Australia,NSW,2234,Waubesa Pass,828,2010
Australia,NSW,2230,Bobwhite Circle,1,2011
Australia,NSW,2126,Memorial Junction,3,2012
Australia,NSW,2086,Mcbride Street,644,2013
Australia,NSW,2075,Dennis Way,23700,2014
Australia,QLD,4825,Comanche Circle,5795,2015
Australia,VIC,3020,Scofield Trail,31,2016
Australia,NSW,2176,Elka Point,218,2017
Australia,NSW,2445,Moose Lane,5468,2018
Australia,NSW,2770,Calypso Crossing,174,2019
Australia,QLD,4306,David Circle,53358,2020
Australia,QLD,4060,3rd Road,0,2021
Australia,NSW,2144,Melvin Drive,9,2022
Australia,NSW,2065,4th Point,9670,2023
Australia,NSW,2148,Steensland Terrace,2228,2024
Australia,QLD,4053,Thierer Place,2,2025
Australia,VIC,3064,Huxley Road,23,2026
Australia,VIC,3030,3rd Place,34,2027
Australia,NSW,2217,Golf Crossing,63,2028
Australia,NSW,2176,Sloan Avenue,1,2029
Australia,NSW,2040,Pierstorff Alley,56,2030
Australia,NSW,2428,Anniversary Parkway,177,2031
Australia,NSW,2233,Karstens Drive,18,2032
Australia,NSW,2326,Morrow Street,6950,2033
Australia,VIC,3214,Autumn Leaf Center,8492,2034
Australia,NSW,2528,Portage Park,91749,2035
Australia,QLD,4213,Waubesa Lane,45,2036
Australia,NSW,2009,Sundown Hill,51739,2037
Australia,VIC,3352,Butterfield Circle,95,2038
Australia,QLD,4077,Porter Pass,9,2039
Australia,NSW,2156,Fremont Alley,236,2040
Australia,NSW,2075,Hudson Place,46031,2041
Australia,NSW,2760,Crowley Terrace,8,2042
Australia,QLD,4209,Hoard Center,50532,2043
Australia,NSW,2204,Sommers Point,56,2044
Australia,NSW,2217,Red Cloud Place,0,2045
Australia,NSW,2176,Michigan Pass,24951,2046
Australia,NSW,2009,Gulseth Point,51960,2047
Australia,QLD,4655,Parkside Parkway,144,2048
Australia,QLD,4551,Helena Parkway,896,2049
Australia,NSW,2106,Anhalt Park,89,2050
Australia,NSW,2327,Orin Street,1786,2051
Australia,NSW,2763,Green Ridge Way,7,2052
Australia,VIC,3182,Northwestern Pass,2807,2053
Australia,QLD,4702,Grim Plaza,9362,2054
Australia,VIC,3181,Sommers Drive,2,2055
Australia,VIC,3037,Village Green Parkway,74164,2056
Australia,QLD,4500,Melody Avenue,623,2057
Australia,QLD,4104,Roth Park,9,2058
Australia,VIC,3186,Buhler Court,18,2059
Australia,QLD,4701,Sachtjen Drive,4,2060
Australia,NSW,2170,Hayes Crossing,130,2061
Australia,NSW,2570,Logan Court,9,2062
Australia,NSW,2153,Superior Hill,8,2063
Australia,NSW,2835,Katie Terrace,575,2064
Australia,QLD,4509,Old Shore Street,9,2065
Australia,NSW,2318,Waywood Way,7949,2066
Australia,VIC,3182,Monterey Way,2982,2067
Australia,VIC,3043,Leroy Parkway,692,2068
Australia,VIC,3175,Alpine Drive,9499,2069
Australia,NSW,2281,Debra Point,442,2070
Australia,QLD,4558,Upham Parkway,61,2071
Australia,VIC,3172,Maple Wood Court,63832,2072
Australia,QLD,4556,Rockefeller Plaza,27,2073
Australia,NSW,2505,Washington Junction,95483,2074
Australia,NSW,2145,Sugar Terrace,1396,2075
Australia,NSW,2115,Pierstorff Way,8454,2076
Australia,NSW,2067,Aberg Hill,2444,2077
Australia,NSW,2469,Nancy Street,73637,2078
Australia,NSW,2705,Beilfuss Crossing,9,2079
Australia,QLD,4127,Mendota Junction,891,2080
Australia,VIC,3196,Muir Trail,73,2081
Australia,NSW,2450,Raven Circle,1,2082
Australia,VIC,3024,Susan Pass,6563,2083
Australia,QLD,4551,Prentice Lane,59,2084
Australia,NSW,2164,Cascade Drive,65880,2085
Australia,NSW,2230,Truax Hill,6632,2086
Australia,NSW,2320,Commercial Crossing,68882,2087
Australia,VIC,3028,Marquette Avenue,949,2088
Australia,NSW,2330,Kim Lane,9953,2089
Australia,QLD,4514,Pierstorff Point,9,2090
Australia,VIC,3136,Lindbergh Crossing,158,2091
Australia,NSW,2575,Ilene Point,72,2092
Australia,QLD,4053,Lighthouse Bay Alley,4081,2093
Australia,QLD,4740,Kennedy Court,794,2094
Australia,NSW,2570,Karstens Place,3981,2095
Australia,VIC,3088,Melody Lane,88039,2096
Australia,VIC,3966,Rockefeller Way,344,2097
Australia,NSW,2260,Eggendart Circle,434,2098
Australia,NSW,2265,Waubesa Alley,0,2099
Australia,QLD,4405,Prairieview Trail,831,2100
Australia,VIC,3912,Surrey Pass,884,2101
Australia,NSW,2120,Bultman Terrace,60424,2102
Australia,QLD,4701,Merry Trail,882,2103
Australia,QLD,4133,Pond Park,47878,2104
Australia,NSW,2261,Porter Parkway,7,2105
Australia,QLD,4034,Waubesa Pass,984,2106
Australia,NSW,2753,Artisan Avenue,91933,2107
Australia,NSW,2164,Atwood Circle,624,2108
Australia,QLD,4128,Mcguire Junction,15,2109
Australia,NSW,2076,South Avenue,21,2110
Australia,VIC,3143,Macpherson Street,4,2111
Australia,VIC,3025,Glacier Hill Terrace,5965,2112
Australia,NSW,2090,Esch Street,556,2113
Australia,NSW,2747,Montana Street,25943,2114
Australia,QLD,4118,Dawn Avenue,2,2115
Australia,NSW,2446,Harbort Way,35,2116
Australia,VIC,3012,Bonner Place,464,2117
Australia,VIC,3072,Judy Pass,899,2118
Australia,QLD,4160,Sunbrook Terrace,43,2119
Australia,VIC,3037,Vidon Way,34,2120
Australia,NSW,2770,Cody Hill,85,2121
Australia,NSW,2810,Tony Plaza,8209,2122
Australia,VIC,3207,Spenser Way,65675,2123
Australia,NSW,2769,Saint Paul Parkway,42,2124
Australia,NSW,2164,Kensington Lane,3516,2125
Australia,NSW,2480,Morningstar Junction,26064,2126
Australia,NSW,2566,Rusk Parkway,686,2127
Australia,NSW,2145,Canary Parkway,7518,2128
Australia,NSW,2880,Spenser Crossing,32,2129
Australia,VIC,3175,Kim Parkway,654,2130
Australia,NSW,2063,Moose Court,0,2131
Australia,NSW,2062,Petterle Drive,99000,2132
Australia,QLD,4030,Longview Terrace,549,2133
Australia,NSW,2216,Golf Course Circle,1861,2134
Australia,VIC,3756,Mayer Lane,27,2135
Australia,QLD,4670,Garrison Court,47336,2136
Australia,NSW,2102,Drewry Road,27,2137
Australia,QLD,4503,Express Center,75581,2138
Australia,NSW,2557,Fairfield Parkway,5,2139
Australia,NSW,2650,Kensington Avenue,47,2140
Australia,NSW,2216,Brickson Park Trail,9870,2141
Australia,NSW,2234,Memorial Terrace,3,2142
Australia,NSW,2148,Sundown Trail,4559,2143
Australia,VIC,3976,Meadow Valley Center,45613,2144
Australia,NSW,2210,Spaight Road,2,2145
Australia,QLD,4503,1st Crossing,59694,2146
Australia,QLD,4680,Fulton Crossing,124,2147
Australia,VIC,3071,Dottie Trail,2800,2148
Australia,QLD,4165,Mosinee Lane,4,2149
Australia,NSW,2089,Florence Street,799,2150
Australia,VIC,3214,American Ash Point,5882,2151
Australia,NSW,2199,Burning Wood Terrace,13852,2152
Australia,QLD,4160,Eastlawn Place,735,2153
Australia,NSW,2144,Sauthoff Court,6,2154
Australia,QLD,4510,Columbus Trail,1788,2155
Australia,VIC,3172,Shelley Junction,32705,2156
Australia,VIC,3189,Delladonna Parkway,0,2157
Australia,NSW,2760,3rd Circle,79291,2158
Australia,NSW,2155,Bunting Hill,8,2159
Australia,NSW,2145,School Plaza,63,2160
Australia,VIC,3030,Swallow Pass,134,2161
Australia,NSW,2770,Rigney Street,47204,2162
Australia,NSW,2750,Swallow Way,9732,2163
Australia,QLD,4061,Cordelia Street,80,2164
Australia,NSW,2283,Center Road,88175,2165
Australia,NSW,2030,Muir Circle,5,2166
Australia,NSW,2138,Tennyson Place,6,2167
Australia,NSW,2016,Lunder Point,698,2168
Australia,NSW,2340,Dixon Junction,5,2169
Australia,VIC,3429,Comanche Trail,5890,2170
Australia,VIC,3083,Carberry Crossing,6621,2171
Australia,NSW,2170,Scott Plaza,322,2172
Australia,NSW,2770,La Follette Park,15811,2173
Australia,QLD,4214,Bluejay Court,67143,2174
Australia,VIC,3015,Emmet Trail,966,2175
Australia,VIC,3163,Evergreen Lane,49530,2176
Australia,NSW,2032,Fremont Center,9582,2177
Australia,QLD,4350,Declaration Circle,3,2178
Australia,QLD,4132,Tomscot Drive,8142,2179
Australia,NSW,2147,Sachs Road,396,2180
Australia,NSW,2527,Melby Way,1,2181
Australia,NSW,2557,Namekagon Parkway,53221,2182
Australia,NSW,2200,Dovetail Circle,6,2183
Australia,QLD,4211,Carioca Road,67,2184
Australia,QLD,4500,Merry Alley,63123,2185
Australia,NSW,2830,Banding Way,4478,2186
Australia,VIC,3040,Mariners Cove Pass,28928,2187
Australia,QLD,4815,Thierer Plaza,3,2188
Australia,VIC,3915,Hauk Alley,9,2189
Australia,QLD,4153,Kings Avenue,9045,2190
Australia,QLD,4179,Barnett Street,9,2191
Australia,NSW,2450,Melrose Way,6779,2192
Australia,VIC,3355,Sycamore Pass,42473,2193
Australia,NSW,2148,Farragut Terrace,6631,2194
Australia,NSW,2321,Rusk Pass,886,2195
Australia,NSW,2267,Bashford Plaza,3,2196
Australia,QLD,4055,Sage Place,11,2197
Australia,NSW,2099,Straubel Point,26049,2198
Australia,NSW,2026,West Alley,59929,2199
Australia,NSW,2762,Vernon Parkway,94,2200
Australia,VIC,3101,Dunning Crossing,8312,2201
Australia,NSW,2160,Novick Parkway,7,2202
Australia,QLD,4121,Del Mar Center,2,2203
Australia,NSW,2289,Shasta Terrace,0,2204
Australia,NSW,2145,East Way,90,2205
Australia,VIC,3977,Goodland Lane,2,2206
Australia,NSW,2232,Vernon Lane,7,2207
Australia,QLD,4227,Killdeer Avenue,9,2208
Australia,NSW,2756,Larry Alley,152,2209
Australia,NSW,2505,Hudson Street,85,2210
Australia,VIC,3458,Butternut Avenue,6672,2211
Australia,NSW,2750,Jenifer Street,43491,2212
Australia,QLD,4421,Chinook Road,47,2213
Australia,VIC,3505,Rigney Place,3468,2214
Australia,VIC,3216,Katie Alley,79,2215
Australia,NSW,2233,Butterfield Lane,681,2216
Australia,QLD,4017,Laurel Parkway,48,2217
Australia,NSW,2145,Mockingbird Crossing,9115,2218
Australia,VIC,3006,Michigan Parkway,2,2219
Australia,NSW,2262,Hermina Alley,24,2220
Australia,QLD,4570,Dapin Court,82237,2221
Australia,QLD,4037,Basil Street,1,2222
Australia,VIC,3918,Mcbride Point,60650,2223
Australia,VIC,3216,Lien Drive,81,2224
Australia,NSW,2214,Alpine Circle,37353,2225
Australia,VIC,3025,Granby Parkway,581,2226
Australia,QLD,4165,Golf View Terrace,3073,2227
Australia,NSW,2640,Riverside Way,95,2228
Australia,NSW,2560,Meadow Vale Circle,390,2229
Australia,NSW,2069,Reindahl Alley,501,2230
Australia,QLD,4818,Mifflin Alley,0,2231
Australia,NSW,2335,Mosinee Avenue,261,2232
Australia,NSW,2287,Boyd Avenue,57,2233
Australia,VIC,3079,Washington Drive,9,2234
Australia,NSW,2400,Straubel Court,48,2235
Australia,VIC,3043,Old Gate Avenue,70,2236
Australia,VIC,3977,Steensland Center,40062,2237
Australia,VIC,3148,Bayside Terrace,39179,2238
Australia,NSW,2036,Amoth Parkway,4488,2239
Australia,NSW,2092,Homewood Pass,259,2240
Australia,QLD,4215,Crescent Oaks Hill,863,2241
Australia,NSW,2770,Scott Road,353,2242
Australia,NSW,2040,Randy Junction,97,2243
Australia,VIC,3127,Northfield Trail,47,2244
Australia,NSW,2770,Merrick Way,132,2245
Australia,NSW,2714,Ludington Circle,9248,2246
Australia,VIC,3555,Forest Dale Center,81,2247
Australia,VIC,3183,Blaine Point,0,2248
Australia,NSW,2768,2nd Lane,90,2249
Australia,NSW,2148,Warner Avenue,8718,2250
Australia,NSW,2880,Mallory Hill,4,2251
Australia,NSW,2560,American Ash Circle,29180,2252
Australia,NSW,2097,Meadow Valley Court,6471,2253
Australia,NSW,2008,Waxwing Pass,9,2254
Australia,NSW,2320,Buell Crossing,8,2255
Australia,NSW,2200,Rigney Street,40,2256
Australia,VIC,3101,Crest Line Place,7035,2257
Australia,QLD,4226,Gale Court,9129,2258
Australia,VIC,3350,Vernon Way,71109,2259
Australia,VIC,3977,Almo Terrace,883,2260
Australia,QLD,4006,Victoria Trail,987,2261
Australia,NSW,2484,North Park,7037,2262
Australia,QLD,4171,Shasta Avenue,93,2263
Australia,VIC,3218,David Lane,9574,2264
Australia,NSW,2323,Del Sol Center,1,2265
Australia,VIC,3095,Valley Edge Plaza,38,2266
Australia,NSW,2619,Gulseth Junction,4,2267
Australia,QLD,4306,Clove Crossing,503,2268
Australia,NSW,2092,Dayton Hill,346,2269
Australia,NSW,2090,Derek Pass,5,2270
Australia,VIC,3355,Huxley Pass,3417,2271
Australia,NSW,2077,Gale Center,163,2272
Australia,VIC,3752,Grim Lane,9,2273
Australia,NSW,2580,Dixon Way,31953,2274
Australia,NSW,2066,Rowland Drive,463,2275
Australia,VIC,3620,Mesta Drive,54,2276
Australia,VIC,3630,Spohn Terrace,33550,2277
Australia,VIC,3630,Del Sol Point,953,2278
Australia,VIC,3630,Milwaukee Court,369,2279
Australia,VIC,3630,Old Shore Lane,10055,2280
Australia,VIC,3631,Porter Court,18,2281
Australia,VIC,3630,Elka Court,67,2282
Australia,VIC,3350,Meadow Ridge Circle,5086,2283
Australia,VIC,3630,Talmadge Terrace,66,2284
Australia,VIC,3630,Badeau Drive,9356,2285
Australia,VIC,3631,Killdeer Place,1032,2286
Australia,VIC,3630,Ilene Parkway,91,2287
Australia,NSW,2525,Pawling Park,5015,2288
Australia,NSW,2880,Sugar Court,5701,2289
Australia,QLD,4017,Melrose Circle,7,2290
Australia,NSW,2156,Novick Parkway,33,2291
Australia,QLD,4215,Village Way,23,2292
Australia,QLD,4228,Pierstorff Lane,834,2293
Australia,VIC,3977,Fisk Alley,974,2294
Australia,VIC,3101,Springview Lane,531,2295
Australia,QLD,4228,Nova Street,2,2296
Australia,QLD,4101,Arizona Junction,3242,2297
Australia,VIC,3804,Delaware Terrace,4,2298
Australia,NSW,2022,Magdeline Point,1913,2299
Australia,NSW,2565,Annamark Place,54,2300
Australia,VIC,3149,Main Lane,84,2301
Australia,VIC,3178,Lake View Avenue,9,2302
Australia,QLD,4568,Fulton Pass,15,2303
Australia,VIC,3115,Marcy Crossing,0,2304
Australia,QLD,4300,Commercial Road,991,2305
Australia,NSW,2021,Almo Crossing,24198,2306
Australia,NSW,2145,Stuart Hill,1268,2307
Australia,QLD,4350,Rockefeller Center,25139,2308
Australia,QLD,4343,Graceland Terrace,159,2309
Australia,QLD,4304,Nelson Crossing,522,2310
Australia,NSW,2250,Charing Cross Lane,90609,2311
Australia,VIC,3223,Troy Parkway,360,2312
